Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method
PAY05371,INV06359,2026-02-16,21996,Card
PAY05372,INV06360,2025-07-02,18079,Card
PAY05373,INV06361,2024-05-13,23571,Cheque
PAY05374,INV06362,2024-07-05,34959,UPI
PAY05375,INV06363,2024-11-27,37433,Cheque
PAY05376,INV06364,2025-01-20,17771,Cheque
PAY05377,INV06365,2024-12-09,21461,Card
PAY05378,INV06369,2025-04-04,23219,Cheque
PAY05379,INV06370,2024-10-18,46176,Cheque
PAY05380,INV06372,2024-08-24,30625,Bank Transfer
PAY05381,INV06373,2025-03-11,15556,Card
PAY05382,INV06374,2024-03-16,9400,Bank Transfer
PAY05383,INV06375,2024-11-14,47158,Bank Transfer
PAY05384,INV06378,2024-10-05,4716,Cheque
PAY05385,INV06379,2024-12-03,7965,Card
PAY05386,INV06380,2025-07-24,7095,Bank Transfer
PAY05387,INV06381,2025-05-03,21863,Cheque
PAY05388,INV06382,2025-04-03,31846,Card
PAY05389,INV06383,2025-05-11,39889,UPI
PAY05390,INV06384,2025-09-30,35141,Card
PAY05391,INV06385,2025-09-24,35409,Bank Transfer
PAY05392,INV06386,2025-02-28,33439,Bank Transfer
PAY05393,INV06387,2024-08-14,5506,Cheque
PAY05394,INV06388,2025-04-15,21224,Bank Transfer
PAY05395,INV06389,2024-04-17,21981,Bank Transfer
PAY05396,INV06390,2024-05-17,25803,Card
PAY05397,INV06391,2024-03-01,2176,Bank Transfer
PAY05398,INV06392,2024-03-21,14238,UPI
PAY05399,INV06393,2025-06-21,15690,UPI
PAY05400,INV06395,2024-04-11,40108,Bank Transfer
PAY05401,INV06396,2025-07-26,38198,Cheque
PAY05402,INV06397,2024-05-09,1369,UPI
PAY05403,INV06398,2026-01-12,23992,Bank Transfer
PAY05404,INV06399,2025-11-04,3242,UPI
PAY05405,INV06400,2024-04-15,19754,UPI
PAY05406,INV06401,2024-09-06,37509,Bank Transfer
PAY05407,INV06402,2026-01-13,9643,Card
PAY05408,INV06406,2025-01-01,42945,Card
PAY05409,INV06407,2024-11-16,30720,Cheque
PAY05410,INV06408,2025-07-19,33958,Cheque
PAY05411,INV06409,2025-11-11,13903,Card
PAY05412,INV06411,2025-07-08,789,UPI
PAY05413,INV06412,2024-05-30,21845,Bank Transfer
PAY05414,INV06413,2025-07-18,27694,Card
PAY05415,INV06414,2025-06-17,5184,Cheque
PAY05416,INV06415,2024-03-13,2703,UPI
PAY05417,INV06416,2025-05-27,2695,Cheque
PAY05418,INV06417,2025-12-30,14211,Card
PAY05419,INV06418,2025-08-31,7759,Cheque
PAY05420,INV06419,2025-10-19,23131,Card
PAY05421,INV06420,2024-09-01,18968,Card
PAY05422,INV06421,2024-12-04,24321,UPI
PAY05423,INV06422,2025-05-22,12145,UPI
PAY05424,INV06423,2025-09-03,4979,Bank Transfer
PAY05425,INV06424,2024-06-25,18504,Bank Transfer
PAY05426,INV06426,2025-01-15,21456,Card
PAY05427,INV06427,2024-04-28,24634,Bank Transfer
PAY05428,INV06428,2025-11-22,13756,Bank Transfer
PAY05429,INV06429,2025-10-12,17485,Bank Transfer
PAY05430,INV06430,2025-07-15,11209,UPI
PAY05431,INV06431,2025-01-25,13787,Cheque
PAY05432,INV06432,2025-01-17,24064,Card
PAY05433,INV06435,2025-11-28,26873,Bank Transfer
PAY05434,INV06436,2025-11-05,10220,Card
PAY05435,INV06437,2025-03-14,44087,Card
PAY05436,INV06438,2024-09-16,45590,Card
PAY05437,INV06439,2025-06-23,16945,Cheque
PAY05438,INV06440,2025-05-27,14204,UPI
PAY05439,INV06442,2025-05-05,6790,Bank Transfer
PAY05440,INV06443,2025-10-14,12221,Bank Transfer
PAY05441,INV06444,2026-02-10,46486,Bank Transfer
PAY05442,INV06445,2025-03-24,23340,UPI
PAY05443,INV06446,2024-06-24,24127,UPI
PAY05444,INV06447,2025-10-02,11260,Cheque
PAY05445,INV06449,2025-03-07,2334,Cheque
PAY05446,INV06450,2025-06-19,21889,Bank Transfer
PAY05447,INV06451,2025-06-20,49980,UPI
PAY05448,INV06452,2024-06-03,33513,Cheque
PAY05449,INV06455,2025-09-06,25792,Cheque
PAY05450,INV06456,2025-05-21,3812,Cheque
PAY05451,INV06458,2025-05-15,34622,UPI
PAY05452,INV06459,2025-06-21,14489,Card
PAY05453,INV06460,2024-09-18,36814,Bank Transfer
PAY05454,INV06461,2024-08-04,10303,Cheque
PAY05455,INV06462,2024-09-27,27056,UPI
PAY05456,INV06463,2026-01-18,18934,Bank Transfer
PAY05457,INV06464,2024-11-09,43229,Bank Transfer
PAY05458,INV06465,2024-05-13,16950,Cheque
PAY05459,INV06466,2025-03-18,10790,UPI
PAY05460,INV06467,2024-12-16,5242,UPI
PAY05461,INV06468,2025-11-22,10478,UPI
PAY05462,INV06469,2024-07-13,620,Card
PAY05463,INV06470,2024-03-05,26566,Bank Transfer
PAY05464,INV06471,2025-02-13,19911,Bank Transfer
PAY05465,INV06472,2024-12-21,43761,Bank Transfer
PAY05466,INV06473,2025-02-03,20964,Card
PAY05467,INV06474,2025-11-17,36262,Card
PAY05468,INV06475,2024-08-27,5490,Cheque
PAY05469,INV06477,2025-08-31,13282,Bank Transfer
PAY05470,INV06478,2024-04-08,30332,UPI
PAY05471,INV06479,2024-07-23,43833,Bank Transfer
PAY05472,INV06480,2025-05-09,29631,UPI
PAY05473,INV06482,2024-05-07,30324,UPI
PAY05474,INV06483,2024-05-01,30653,Cheque
PAY05475,INV06484,2025-09-05,10763,Bank Transfer
PAY05476,INV06485,2025-12-23,3616,UPI
PAY05477,INV06486,2024-05-25,26221,Cheque
PAY05478,INV06487,2025-10-10,11395,UPI
PAY05479,INV06488,2024-05-08,48778,Cheque
PAY05480,INV06491,2024-07-26,3503,Card
PAY05481,INV06493,2025-09-19,16064,Cheque
PAY05482,INV06494,2025-12-21,23750,UPI
PAY05483,INV06495,2025-09-04,48824,Cheque
PAY05484,INV06496,2025-07-20,42480,UPI
PAY05485,INV06498,2025-11-06,34273,UPI
PAY05486,INV06499,2024-04-24,44479,Bank Transfer
PAY05487,INV06500,2025-09-08,21140,Cheque
PAY05488,INV06501,2025-05-27,7366,Card
PAY05489,INV06502,2024-11-30,31336,Bank Transfer
PAY05490,INV06503,2024-04-24,8683,Bank Transfer
PAY05491,INV06504,2024-10-20,17290,UPI
PAY05492,INV06505,2025-08-21,22097,Cheque
PAY05493,INV06506,2024-12-15,39747,Bank Transfer
PAY05494,INV06507,2024-05-31,26305,UPI
PAY05495,INV06508,2025-06-25,7285,Bank Transfer
PAY05496,INV06509,2024-01-25,29097,Cheque
PAY05497,INV06510,2024-07-09,30350,UPI
PAY05498,INV06511,2025-08-28,24421,Cheque
PAY05499,INV06512,2025-12-06,22035,UPI
PAY05500,INV06513,2026-02-05,27942,Bank Transfer
PAY05501,INV06514,2026-02-01,6964,Card
PAY05502,INV06515,2024-05-17,21150,Bank Transfer
PAY05503,INV06516,2025-01-08,32447,Cheque
PAY05504,INV06517,2025-07-04,40691,UPI
PAY05505,INV06518,2025-10-25,9389,Bank Transfer
PAY05506,INV06519,2026-02-01,23157,Card
PAY05507,INV06522,2025-01-02,22064,Cheque
PAY05508,INV06523,2026-01-01,30857,Bank Transfer
PAY05509,INV06524,2025-04-16,35496,UPI
PAY05510,INV06525,2025-03-27,38180,Cheque
PAY05511,INV06526,2025-03-23,2552,UPI
PAY05512,INV06527,2025-02-17,7557,Bank Transfer
PAY05513,INV06528,2024-04-24,49377,Card
PAY05514,INV06529,2024-12-25,41453,Bank Transfer
PAY05515,INV06531,2026-01-05,30405,Card
PAY05516,INV06532,2025-11-08,7110,Card
PAY05517,INV06533,2024-09-23,16703,Bank Transfer
PAY05518,INV06534,2024-12-26,22245,Card
PAY05519,INV06535,2024-06-02,25733,Cheque
PAY05520,INV06538,2026-01-22,33850,Cheque
PAY05521,INV06539,2025-11-02,38674,Bank Transfer
PAY05522,INV06540,2025-08-12,7048,UPI
PAY05523,INV06541,2025-01-24,30987,UPI
PAY05524,INV06542,2025-05-26,13817,UPI
PAY05525,INV06543,2025-03-21,1928,Card
PAY05526,INV06544,2025-10-30,17229,UPI
PAY05527,INV06545,2024-12-05,813,Bank Transfer
PAY05528,INV06546,2025-05-10,27389,Bank Transfer
PAY05529,INV06547,2025-05-10,3144,Card
PAY05530,INV06548,2025-09-26,34844,UPI
PAY05531,INV06549,2024-12-04,22529,Card
PAY05532,INV06550,2025-10-26,25065,Card
PAY05533,INV06551,2024-09-01,27229,UPI
PAY05534,INV06553,2026-01-12,9715,Bank Transfer
PAY05535,INV06554,2026-01-21,9551,UPI
PAY05536,INV06555,2025-10-07,28691,Card
PAY05537,INV06556,2025-08-19,13282,Bank Transfer
PAY05538,INV06557,2024-11-05,46417,Cheque
PAY05539,INV06558,2025-02-12,3563,Bank Transfer
PAY05540,INV06559,2026-01-02,32888,Card
PAY05541,INV06560,2024-03-02,6415,Card
PAY05542,INV06561,2025-05-09,14458,Bank Transfer
PAY05543,INV06562,2024-12-14,46132,Bank Transfer
PAY05544,INV06563,2024-11-13,34036,Card
PAY05545,INV06564,2025-03-27,26559,Card
PAY05546,INV06565,2024-07-25,23289,
PAY05547,INV06566,2024-11-07,4874,Card
PAY05548,INV06567,2025-06-06,22484,Card
PAY05549,INV06568,2025-06-30,3538,Card
PAY05550,INV06569,2024-03-31,22620,UPI
PAY05551,INV06570,2025-11-21,11615,Card
PAY05552,INV06572,2024-05-18,28808,Card
PAY05553,INV06573,2025-01-04,43490,Cheque
PAY05554,INV06574,2024-08-29,43224,UPI
PAY05555,INV06575,2025-01-19,46458,Card
PAY05556,INV06576,2024-05-03,36554,Bank Transfer
PAY05557,INV06577,2025-07-06,22318,Bank Transfer
PAY05558,INV06579,2026-01-15,25721,UPI
PAY05559,INV06580,2025-04-01,21163,Bank Transfer
PAY05560,INV06581,2025-02-25,7456,UPI
PAY05561,INV06582,2025-09-09,35339,UPI
PAY05562,INV06583,2024-07-02,15010,Card
PAY05563,INV06584,2024-07-30,37286,Card
PAY05564,INV06585,2025-01-22,2135,Cheque
PAY05565,INV06586,2026-01-06,4622,Card
PAY05566,INV06587,2025-02-18,38840,UPI
PAY05567,INV06590,2025-02-05,42860,Card
PAY05568,INV06591,2026-01-01,7839,Card
PAY05569,INV06592,2024-04-30,18668,UPI
PAY05570,INV06593,2026-01-20,22479,Cheque
PAY05571,INV06594,2026-01-29,29968,Bank Transfer
PAY05572,INV06595,2024-05-24,35104,Card
PAY05573,INV06596,2025-12-21,35577,UPI
PAY05574,INV06597,2025-06-08,36794,Bank Transfer
PAY05575,INV06598,2024-07-21,34272,Cheque
PAY05576,INV06599,2024-04-13,1687,Bank Transfer
PAY05577,INV06600,2026-01-12,3239,Bank Transfer
PAY05578,INV06602,2024-04-02,49067,UPI
PAY05579,INV06603,2026-02-18,13968,Card
PAY05580,INV06604,2025-10-28,2992,Cheque
PAY05581,INV06605,2024-05-23,46483,Card
PAY05582,INV06606,2024-08-01,5420,Card
PAY05583,INV06607,2025-05-05,17426,Cheque
PAY05584,INV06608,2026-02-28,48159,Cheque
PAY05585,INV06611,2025-10-19,47973,Cheque
PAY05586,INV06612,2024-03-14,10240,Bank Transfer
PAY05587,INV06613,2024-12-29,28859,UPI
PAY05588,INV06614,2024-06-28,26107,Bank Transfer
PAY05589,INV06615,2024-02-21,38163,UPI
PAY05590,INV06617,2025-11-07,26579,Card
PAY05591,INV06618,2026-02-25,21665,Cheque
PAY05592,INV06619,2024-10-03,28147,Card
PAY05593,INV06620,2024-10-10,12712,UPI
PAY05594,INV06621,2025-02-25,16968,Bank Transfer
PAY05595,INV06624,2025-07-11,24682,Cheque
PAY05596,INV06625,2025-12-16,34248,Bank Transfer
PAY05597,INV06626,2024-07-28,28901,Card
PAY05598,INV06627,2024-09-05,24778,Card
PAY05599,INV06628,2024-06-27,29046,Cheque
PAY05600,INV06630,2025-01-06,17166,UPI
PAY05601,INV06633,2024-04-26,33080,Card
PAY05602,INV06635,2024-08-15,25834,UPI
PAY05603,INV06636,2025-05-07,24404,Bank Transfer
PAY05604,INV06637,2025-11-17,46146,Bank Transfer
PAY05605,INV06638,2024-08-27,16119,Card
PAY05606,INV06639,2026-02-12,23184,Bank Transfer
PAY05607,INV06640,2025-04-20,42425,Card
PAY05608,INV06643,2024-03-12,15603,Card
PAY05609,INV06644,2025-08-09,26339,Card
PAY05610,INV06646,2024-09-14,19063,Cheque
PAY05611,INV06647,2024-10-21,8998,UPI
PAY05612,INV06649,2025-05-28,24231,Bank Transfer
PAY05613,INV06650,2024-07-05,34655,Cheque
PAY05614,INV06651,2024-05-09,34993,Cheque
PAY05615,INV06652,2025-02-26,35315,Card
PAY05616,INV06654,2026-01-22,30785,Cheque
PAY05617,INV06655,2026-02-03,39432,Bank Transfer
PAY05618,INV06656,2025-05-05,37071,Cheque
PAY05619,INV06657,2024-12-27,9072,Cheque
PAY05620,INV06658,2025-01-10,27192,Card
PAY05621,INV06659,2024-12-20,33931,Bank Transfer
PAY05622,INV06660,2025-10-26,28976,Bank Transfer
PAY05623,INV06661,2024-10-30,21836,UPI
PAY05624,INV06662,2025-10-06,17208,UPI
PAY05625,INV06663,2025-05-13,7764,Bank Transfer
PAY05626,INV06664,2025-11-20,30687,Card
PAY05627,INV06665,2025-05-17,13391,Card
PAY05628,INV06666,2025-03-05,30900,Card
PAY05629,INV06667,2024-07-01,31871,Cheque
PAY05630,INV06668,2024-07-08,3383,Bank Transfer
PAY05631,INV06669,2024-03-13,49150,Card
PAY05632,INV06670,2025-05-16,4281,Bank Transfer
PAY05633,INV06671,2025-06-25,38915,Bank Transfer
PAY05634,INV06672,2026-02-24,29683,Bank Transfer
PAY05635,INV06673,2025-07-27,602,UPI
PAY05636,INV06674,2026-02-17,12518,Cheque
PAY05637,INV06676,2026-03-19,26326,Cheque
PAY05638,INV06678,2025-01-27,30426,Cheque
PAY05639,INV06679,2024-12-31,12299,Cheque
PAY05640,INV06680,2024-11-04,9077,Card
PAY05641,INV06681,2025-06-12,29616,Card
PAY05642,INV06682,2025-02-14,32095,Bank Transfer
PAY05643,INV06683,2025-02-03,42905,Bank Transfer
PAY05644,INV06684,2024-03-10,31785,Cheque
PAY05645,INV06685,2025-07-28,27562,Bank Transfer
PAY05646,INV06687,2025-10-14,44311,Bank Transfer
PAY05647,INV06689,2025-03-15,33297,Bank Transfer
PAY05648,INV06690,2024-08-06,13425,UPI
PAY05649,INV06691,2024-07-15,21859,Card
PAY05650,INV06692,2025-02-21,1189,Bank Transfer
PAY05651,INV06693,2024-06-04,33216,Cheque
PAY05652,INV06695,2025-06-07,15429,Card
PAY05653,INV06696,2024-12-25,46222,Cheque
PAY05654,INV06697,2025-05-20,16001,Card
PAY05655,INV06698,2025-05-07,26351,Cheque
PAY05656,INV06699,2024-05-12,21364,UPI
PAY05657,INV06700,2025-03-21,1581,Cheque
PAY05658,INV06702,2025-03-01,5560,Card
PAY05659,INV06704,2025-02-07,7584,UPI
PAY05660,INV06705,2024-10-22,48306,Cheque
PAY05661,INV06706,2025-05-05,10991,Cheque
PAY05662,INV06707,2025-10-21,38559,Card
PAY05663,INV06708,2025-07-08,4510,Bank Transfer
PAY05664,INV06709,2024-05-19,45942,Card
PAY05665,INV06710,2025-10-22,21842,Cheque
PAY05666,INV06711,2025-06-19,3752,Cheque
PAY05667,INV06712,2026-01-28,7700,Cheque
PAY05668,INV06713,2024-11-04,1791,Card
PAY05669,INV06714,2025-10-06,19317,Card
PAY05670,INV06715,2025-12-24,49117,UPI
PAY05671,INV06716,2026-03-20,42845,UPI
PAY05672,INV06717,2025-04-01,31493,UPI
PAY05673,INV06718,2025-10-09,10667,UPI
PAY05674,INV06719,2024-08-06,36334,Bank Transfer
PAY05675,INV06721,2024-08-08,47259,Cheque
PAY05676,INV06722,2024-08-21,29259,Bank Transfer
PAY05677,INV06723,2024-08-30,39731,Card
PAY05678,INV06724,2024-08-04,34988,UPI
PAY05679,INV06725,2025-01-02,24088,Cheque
PAY05680,INV06727,2024-07-02,23661,Bank Transfer
PAY05681,INV06728,2025-08-19,21215,UPI
PAY05682,INV06729,2024-03-29,44910,Bank Transfer
PAY05683,INV06730,2025-08-16,7635,Card
PAY05684,INV06731,2025-10-22,17539,Bank Transfer
PAY05685,INV06733,2025-09-02,25202,UPI
PAY05686,INV06734,2025-01-11,14869,Card
PAY05687,INV06735,2025-10-04,15499,Cheque
PAY05688,INV06736,2026-02-12,11658,Bank Transfer
PAY05689,INV06737,2024-01-24,14824,Card
PAY05690,INV06738,2024-11-26,3795,Bank Transfer
PAY05691,INV06739,2024-12-02,6481,Cheque
PAY05692,INV06740,2025-04-22,41415,Card
PAY05693,INV06741,2025-10-18,18173,Card
PAY05694,INV06742,2024-10-27,25249,UPI
PAY05695,INV06743,2024-07-10,36980,Card
PAY05696,INV06744,2024-10-28,29063,Card
PAY05697,INV06745,2025-09-07,23442,UPI
PAY05698,INV06746,2025-12-03,30167,UPI
PAY05699,INV06747,2024-11-13,47867,Bank Transfer
PAY05700,INV06748,2025-04-21,37494,Card
PAY05701,INV06749,2025-06-25,32178,Cheque
PAY05702,INV06750,2024-07-03,33765,Card
PAY05703,INV06751,2025-03-13,41187,Card
PAY05704,INV06753,2024-10-01,48372,Bank Transfer
PAY05705,INV06754,2024-02-29,21713,UPI
PAY05706,INV06755,2024-06-25,15580,UPI
PAY05707,INV06756,2024-04-04,48299,Cheque
PAY05708,INV06757,2024-12-28,19534,Card
PAY05709,INV06758,2024-05-30,40481,Card
PAY05710,INV06760,2026-03-03,19843,Bank Transfer
PAY05711,INV06761,2025-04-05,33515,Bank Transfer
PAY05712,INV06762,2025-03-30,34929,UPI
PAY05713,INV06764,2026-02-09,12974,Cheque
PAY05714,INV06765,2025-10-30,30361,Cheque
PAY05715,INV06766,2025-05-18,27495,Card
PAY05716,INV06768,2024-05-14,42612,Bank Transfer
PAY05717,INV06769,2026-02-09,39861,Bank Transfer
PAY05718,INV06770,2024-05-18,29430,Cheque
PAY05719,INV06771,2024-07-28,23810,Cheque
PAY05720,INV06772,2024-12-26,16071,UPI
PAY05721,INV06773,2024-05-22,23518,Bank Transfer
PAY05722,INV06774,2025-05-20,13823,Cheque
PAY05723,INV06775,2025-12-15,36781,Card
PAY05724,INV06776,2024-03-31,44491,Card
PAY05725,INV06777,2026-01-23,13638,UPI
PAY05726,INV06778,2025-03-11,41039,Card
PAY05727,INV06779,2024-11-02,24811,Bank Transfer
PAY05728,INV06780,2024-04-30,3478,Card
PAY05729,INV06781,2024-04-10,35544,Cheque
PAY05730,INV06782,2025-05-18,12503,UPI
PAY05731,INV06784,2024-12-21,38085,Cheque
PAY05732,INV06785,2024-06-06,16316,Cheque
PAY05733,INV06786,2024-04-03,24878,Card
PAY05734,INV06787,2024-12-15,33389,Bank Transfer
PAY05735,INV06788,2025-05-05,13538,UPI
PAY05736,INV06789,2025-04-01,26654,UPI
PAY05737,INV06790,2025-02-13,16458,UPI
PAY05738,INV06792,2025-04-22,43684,
PAY05739,INV06794,2025-09-27,40794,Bank Transfer
PAY05740,INV06796,2025-05-15,14343,UPI
PAY05741,INV06797,2025-03-02,41740,Bank Transfer
PAY05742,INV06799,2025-02-11,31099,Cheque
PAY05743,INV06800,2025-03-23,1402,Card
PAY05744,INV06801,2025-12-30,6135,Card
PAY05745,INV06802,2025-04-03,15636,UPI
PAY05746,INV06803,2026-01-06,23850,UPI
PAY05747,INV06804,2025-08-21,1720,Cheque
PAY05748,INV06806,2025-12-31,1556,UPI
PAY05749,INV06807,2024-11-12,29145,Bank Transfer
PAY05750,INV06808,2026-01-09,43453,Cheque
PAY05751,INV06810,2025-02-02,12156,Cheque
PAY05752,INV06812,2024-09-09,18335,Card
PAY05753,INV06813,2026-01-01,44487,Bank Transfer
PAY05754,INV06814,2025-01-11,28516,UPI
PAY05755,INV06815,2025-10-20,48776,Cheque
PAY05756,INV06816,2025-01-04,20265,Card
PAY05757,INV06817,2025-05-01,37503,Cheque
PAY05758,INV06818,2025-06-10,39165,Card
PAY05759,INV06819,2025-04-17,37262,Cheque
PAY05760,INV06820,2025-12-03,19771,Cheque
PAY05761,INV06821,2024-05-19,4081,UPI
PAY05762,INV06822,2025-04-02,10557,Bank Transfer
PAY05763,INV06823,2025-01-30,28136,Card
PAY05764,INV06824,2025-07-01,26364,UPI
PAY05765,INV06825,2025-08-07,42369,Card
PAY05766,INV06826,2025-02-22,36896,Card
PAY05767,INV06827,2025-05-23,43231,Card
PAY05768,INV06828,2025-03-25,18702,UPI
PAY05769,INV06831,2024-08-24,17620,Cheque
PAY05770,INV06832,2025-05-17,39563,UPI
PAY05771,INV06834,2024-10-22,30837,Card
PAY05772,INV06835,2025-04-28,1870,Cheque
PAY05773,INV06836,2024-11-22,19429,Cheque
PAY05774,INV06837,2025-07-26,27821,UPI
PAY05775,INV06838,2025-12-20,20881,Bank Transfer
PAY05776,INV06839,2024-08-09,45968,Cheque
PAY05777,INV06840,2024-07-07,23648,Cheque
PAY05778,INV06843,2025-01-19,1082,UPI
PAY05779,INV06845,2025-07-05,934,Bank Transfer
PAY05780,INV06846,2024-12-29,25100,Cheque
PAY05781,INV06847,2024-04-12,26143,Bank Transfer
PAY05782,INV06848,2025-12-21,43529,Bank Transfer
PAY05783,INV06849,2024-10-19,27154,Cheque
PAY05784,INV06850,2024-07-29,8716,Card
PAY05785,INV06851,2025-05-21,17464,UPI
PAY05786,INV06852,2025-04-23,29751,UPI
PAY05787,INV06853,2026-01-20,38194,Cheque
PAY05788,INV06854,2024-05-04,27833,Card
PAY05789,INV06855,2025-04-20,33571,Bank Transfer
PAY05790,INV06856,2026-01-25,15567,Card
PAY05791,INV06857,2025-06-11,12737,Card
PAY05792,INV06859,2025-06-18,1470,Bank Transfer
PAY05793,INV06860,2024-10-06,45103,Cheque
PAY05794,INV06861,2025-12-27,32468,Bank Transfer
PAY05795,INV06862,2025-03-08,18820,Cheque
PAY05796,INV06863,2025-03-26,35741,Cheque
PAY05797,INV06864,2025-09-11,33536,Cheque
PAY05798,INV06866,2024-11-03,32221,UPI
PAY05799,INV06868,2024-05-03,44654,Bank Transfer
PAY05800,INV06869,2025-04-07,15945,Bank Transfer
PAY05801,INV06870,2025-04-02,9750,Cheque
PAY05802,INV06871,2024-07-28,32904,Cheque
PAY05803,INV06873,2024-07-08,42523,UPI
PAY05804,INV06874,2025-03-29,4763,Bank Transfer
PAY05805,INV06876,2025-12-17,26365,Bank Transfer
PAY05806,INV06877,2025-10-05,31800,Card
PAY05807,INV06878,2025-04-09,25021,Cheque
PAY05808,INV06879,2025-09-10,26146,Cheque
PAY05809,INV06880,2024-11-15,17188,Bank Transfer
PAY05810,INV06881,2026-02-03,4457,Bank Transfer
PAY05811,INV06884,2025-12-08,12105,Card
PAY05812,INV06885,2025-11-20,25740,UPI
PAY05813,INV06886,2025-12-28,41374,Cheque
PAY05814,INV06887,2024-09-10,30767,UPI
PAY05815,INV06889,2024-08-18,38176,Cheque
PAY05816,INV06890,2025-02-01,2936,Cheque
PAY05817,INV06892,2024-12-08,42500,Card
PAY05818,INV06893,2025-01-12,39831,Bank Transfer
PAY05819,INV06894,2025-07-12,38116,Card
PAY05820,INV06896,2025-07-09,16593,Bank Transfer
PAY05821,INV06897,2025-02-26,16491,Bank Transfer
PAY05822,INV06898,2025-07-23,20750,Cheque
PAY05823,INV06899,2025-04-13,6725,Cheque
PAY05824,INV06900,2025-03-20,46808,Cheque
PAY05825,INV06901,2024-10-16,25060,Card
PAY05826,INV06902,2024-02-23,3695,Bank Transfer
PAY05827,INV06903,2025-12-08,11575,Cheque
PAY05828,INV06905,2024-05-14,37661,UPI
PAY05829,INV06906,2025-03-20,15358,Bank Transfer
PAY05830,INV06907,2024-04-18,10734,Bank Transfer
PAY05831,INV06908,2024-06-28,29917,UPI
PAY05832,INV06909,2025-06-22,16887,UPI
PAY05833,INV06912,2024-11-15,23969,Cheque
PAY05834,INV06913,2025-10-26,6203,Cheque
PAY05835,INV06914,2024-07-31,7671,Cheque
PAY05836,INV06915,2024-09-08,25165,Bank Transfer
PAY05837,INV06916,2025-04-04,49159,UPI
PAY05838,INV06918,2025-05-31,5818,Bank Transfer
PAY05839,INV06919,2025-05-16,33161,Cheque
PAY05840,INV06920,2025-08-16,33458,UPI
PAY05841,INV06921,2025-03-22,21203,Bank Transfer
PAY05842,INV06922,2025-08-06,6964,UPI
PAY05843,INV06923,2024-05-22,4870,Bank Transfer
PAY05844,INV06924,2025-01-12,33317,UPI
PAY05845,INV06925,2025-05-09,14710,Cheque
PAY05846,INV06928,2026-01-12,26864,UPI
PAY05847,INV06929,2024-04-19,23561,Cheque
PAY05848,INV06930,2024-02-18,15265,Card
PAY05849,INV06931,2024-05-09,2395,Bank Transfer
PAY05850,INV06932,2024-07-14,8739,Cheque
PAY05851,INV06933,2024-07-07,34732,Bank Transfer
PAY05852,INV06934,2024-07-19,9613,UPI
PAY05853,INV06935,2025-05-08,1300,Bank Transfer
PAY05854,INV06936,2025-12-29,21287,Card
PAY05855,INV06937,2024-05-02,29184,UPI
PAY05856,INV06938,2024-07-13,18860,Cheque
PAY05857,INV06940,2025-06-20,19613,Cheque
PAY05858,INV06941,2025-07-07,8818,Card
PAY05859,INV06942,2024-11-11,49150,Card
PAY05860,INV06943,2025-08-04,26736,UPI
PAY05861,INV06944,2025-12-13,22647,UPI
PAY05862,INV06945,2026-01-04,26118,Card
PAY05863,INV06946,2025-04-18,21782,Bank Transfer
PAY05864,INV06948,2025-04-13,21706,Bank Transfer
PAY05865,INV06949,2025-12-24,27153,Cheque
PAY05866,INV06950,2025-12-31,42493,Bank Transfer
PAY05867,INV06951,2026-01-23,33029,Bank Transfer
PAY05868,INV06952,2025-08-16,28564,UPI
PAY05869,INV06953,2025-03-03,7805,Cheque
PAY05870,INV06954,2024-11-26,46080,UPI
PAY05871,INV06956,2024-11-05,46515,Card
PAY05872,INV06957,2025-06-23,31814,Card
PAY05873,INV06961,2025-05-30,2183,Card
PAY05874,INV06962,2025-10-04,29839,UPI
PAY05875,INV06963,2025-09-22,21966,UPI
PAY05876,INV06964,2025-10-04,12603,UPI
PAY05877,INV06965,2024-07-25,26597,Cheque
PAY05878,INV06967,2024-05-21,42144,UPI
PAY05879,INV06968,2024-11-21,45719,Card
PAY05880,INV06970,2024-03-25,26456,Card
PAY05881,INV06971,2024-09-15,8543,Bank Transfer
PAY05882,INV06972,2025-10-18,39996,Cheque
PAY05883,INV06973,2024-07-17,6711,Card
PAY05884,INV06975,2024-10-08,19246,Card
PAY05885,INV06976,2026-01-16,46329,Bank Transfer
PAY05886,INV06977,2024-11-22,33058,Cheque
PAY05887,INV06978,2024-10-02,43134,Card
PAY05888,INV06979,2024-10-16,7134,Cheque
PAY05889,INV06980,2025-11-17,12633,Cheque
PAY05890,INV06981,2025-07-03,7835,Card
PAY05891,INV06982,2025-12-09,40899,Bank Transfer
PAY05892,INV06983,2025-12-25,37631,Cheque
PAY05893,INV06984,2025-12-11,38162,Card
PAY05894,INV06985,2025-11-26,40272,Cheque
PAY05895,INV06986,2024-09-06,38836,Cheque
PAY05896,INV06987,2025-10-17,21720,Cheque
PAY05897,INV06988,2024-06-17,16186,Bank Transfer
PAY05898,INV06989,2025-12-12,3824,UPI
PAY05899,INV06990,2025-03-28,3406,Card
PAY05900,INV06993,2024-08-28,48294,Cheque
PAY05901,INV06995,2025-02-24,31597,UPI
PAY05902,INV06996,2025-10-03,16789,UPI
PAY05903,INV06997,2025-05-30,13941,Bank Transfer
PAY05904,INV06998,2024-05-27,49036,Card
PAY05905,INV06999,2024-05-28,927,Cheque
PAY05906,INV07000,2024-04-08,7493,Card
